id,text,label,label_txt
872,Are you ready for the game tonight? HASHTAG HASHTAG USER vs USER  URL,3,['joy']
873,What will be the result of today's Champions League match between USER and USER ? HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,6,['others']
874,That Messi free kick was phenomenal! He really made the difference in the 2nd half. HASHTAG HASHTAG,3,['joy']
875,Teens will have to save the future. Pay attn.   URL  HASHTAG HASHTAG,6,['others']
876,Arya is a bad bitch HASHTAG,6,['others']
877,"Can't way to see the episode again, amazing! HASHTAG",3,['joy']
878,Wow... Game of Thrones ep.3!! It's Infinity War all over again.    HASHTAG,5,['surprise']
879,POST MATCH: HASHTAG seal eighth HASHTAG title in 11 seasons with Levante win  URL  URL,3,['joy']
880,"I see the Corbyn commentariat, given the choice of solidarity with the hungry masses and solidarity with the failed regime closest to their political ideology have chosen the latter. How bleak and unsurprising. HASHTAG",1,['disgust']
881,HASHTAG  I went to Paris in 2013. I feel so sad when I saw the great cathedral was on fire. I hope the cathedral could recover after this disaster.,4,['sadness']
882,"Have a great time reading my book! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG Available on Amazon, Barnes and Noble, Thrift books, USER USER and of course, my website URL  URL",3,['joy']
883,"This HASHTAG do yourself a favour and pick a book. Who knows, you might end up changing the world, like USER . Here I compiled a list of all the books he's mentioned that shaped his thinking. URL",6,['others']
884,HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  HASHTAG HASHTAG On HASHTAG  Grab a copy of Kubernetes for DevOps for every re-tweet get a free copy URL  URL,6,['others']
885,HASHTAG Ajax shocked spurs yesterday.. Are in for another!!! HASHTAG HASHTAG,3,['joy']
886,"That was, quite possibly, the best free kick ever taken... HASHTAG HASHTAG HASHTAG",3,['joy']
887,"USER USER Excellent.  So your point is that numerous long haul travel flights is bad for the climate.  You are correct.  As for Greta being challenged, she is merely quoting science, my friend, peer reviewed science.  HASHTAG HASHTAG",3,['joy']
888,"Imagine if USER 's ""Hollow Crown"" would have played in the new HASHTAG episode Perfect song for a perfect show Love you Ellie",6,['others']
889,Bran during the battle of winterfell HASHTAG  URL,6,['others']
890,HASHTAG champions laliga wow magic team congrats... HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG THE BEST TEAM IN THE WORLD proved it again ... USER HASHTAG HASHTAG  URL,3,['joy']
891,The best works of art are unforgettable. They live on in our memory forever. They are timeless and universally adored. One of Paris' greatest works of art is damaged but not destroyed. Masterpieces can be restored to be cherished again. HASHTAG  URL,3,['joy']
892,Don't worry - any injuries will be fixed with their free health care. USER HASHTAG HASHTAG  URL,6,['others']
893,700 millions in less than 24hrs! Should I burn my church too? It seems like a good business.  HASHTAG HASHTAG  HASHTAG  URL,1,['disgust']
894,Happy HASHTAG We hope you are celebrating the day with a good book. HASHTAG HASHTAG HASHTAG HASHTAG  URL,6,['others']
895,Saddened by the violence witnessed in HASHTAG HASHTAG. Images I hoped would not be witnessed in modern Latin America  URL,4,['sadness']
896,what about this Messi guy? He seems pretty good! HASHTAG HASHTAG,6,['others']
897,"“ There is no friend as loyal as a book."" - Ernest Hemingway HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL",3,['joy']
898,Phew! So glad Barcelona didn't score a 4th goal. HASHTAG HASHTAG,6,['others']
899,I hope Liverpool would beat Barcalona  USER  amenTonight HASHTAG HASHTAG HASHTAG,3,['joy']
900,HASHTAG and HASHTAG I'm an emotional mess today... My god... ,4,['sadness']
901,No Game of Thrones spoilers. I just really wanted to draw Lyanna Mormont. (I definitely need to practice more) HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG…  URL,6,['others']
902,"USER is prepared for a big celebration, hope not prematurely. Could clinch HASHTAG title tonight.  URL",3,['joy']
903,USER USER So tell USER USER  get the hell out of HASHTAG,0,['anger']
904,HASHTAG that the US govt has a federal agency that focuses on HASHTAG called USER? USER & USER also have experts who work on this. Hopefully they’ll be able to assist in the rebuild of USER (and other needed sites) HASHTAG,1,['disgust']
905,USER Vecchio: I don't have any doubt that we will achieve democracy.  HASHTAG,3,['joy']
906,The US when the HASHTAG crisis becomes an internal military struggle or civil war.  URL,6,['others']
907,"What Famous Child Actor is the Great, Great, Great Grandson of Charles Dickens?   URL HASHTAG HASHTAG",6,['others']
908,"In a world so invested in allowing lies to fly, you can always be sure to rely on books for they are the source of knowledge, expansion and serious truths.   HASHTAG  HASHTAG  HASHTAG  HASHTAG  URL",6,['others']
909,Man of the Moment Will Van Dijk be able to lead the back-line against the HASHTAG Champions? Check out his new wavy boots for the occasion  HASHTAG HASHTAG HASHTAG  HASHTAG HASHTAG HASHTAG  HASHTAG  HASHTAG  HASHTAG  URL,6,['others']
910,"USER Don't forget the big famous prizes. I love the prizes. They tell me who the baddies are. I wonder which prize will go to HASHTAG? Ooh yes, look what I found! URL",3,['joy']
911,Anyone else think about how much it would suck to have to fight off white walkers with a wine hangover? HASHTAG,6,['others']
912,"Omg How EPIC was HASHTAG tonight, totally awesome, Arya kicks fucking ass",3,['joy']
913,"With a win today, USER clinch the USER title?? HASHTAG HASHTAG  HASHTAG HASHTAG HASHTAG",6,['others']
914,We’ll all be missing this important piece of history and Christianity while it’s being rebuilt. HASHTAG HASHTAG  URL,4,['sadness']
915,The HASHTAG is a tragic reminder that we must embrace and cherish the history of our cities. Which is why I call on Mayor USER to take a break from the campaign trail and help us save our beautiful theatre in downtown South Bend.,4,['sadness']
916,"As violent uprising engulfs HASHTAG, USER calls for US military involvement: ""It's time for action""  URL  URL",6,['others']
917,So how will be know if this story about Maduro being talked out of leaving HASHTAG is true?  URL,5,['surprise']
918,HASHTAG Who is absolute divine? What is her name? How is her devotion All the information will be known. Human life will be successful. USER  USER  URL,3,['joy']
919,HASHTAG  USER USER This book gives us knowledge about life and give a great change in our life.  URL,3,['joy']
920,"Keep an Eye on Gini Wijnaldum, he's been fantastic all season but this is probably the best test of his career. HASHTAG HASHTAG  HASHTAG",3,['joy']
921,I get it now. I finally understand. Suarez has always been a cunt. HASHTAG,1,['disgust']
922,HASHTAG and HASHTAG have done a great job of raising the profile of HASHTAG but it is already sliding down the news agenda. We need someone other than the Greens to take this and push the HASHTAG now. Yes USER I am talking to you  URL,6,['others']
923,USER Hard to choose the best bits of this week’s magisterial efforts by USER - the full piece is free to read but here are some especially delicious teasers HASHTAG HASHTAG HASHTAG URL,6,['others']
924,All hail the many faced God Arya Stark. She is forever that bitch! HASHTAG,3,['joy']
925,"USER ...... there’s NO WAY they’re just gonna be like “welp, thats done, hopefully people dont ever come back from the dead again, we should definitely not talk about why it happened or how to prevent it from ever happening again” HASHTAG",6,['others']
926,Damage to Notre Dame is not catastrophic at least. The interior looks okay. And the cross remains...  URL HASHTAG HASHTAG HASHTAG,6,['others']
927,USER USER You win the prize for most moronic tweet about the HASHTAG - and that is not an easy feat.,1,['disgust']
928,"If you want to understand what's happing in Venezuela, this video says it all:  URL via  USER HASHTAG HASHTAG HASHTAG",6,['others']
929,Please have a look on the book named HASHTAGीने_की_राह on this HASHTAG. In order to narrate your life in a right way . So your life become healthy and wealthy.  URL,6,['others']
930,"""Not my daughter you bitch.""A mother can be a fighter too moly proved it. HASHTAG HASHTAG HASHTAG USER",0,['anger']
931,USER  Thanks Nicki for the HASHTAG... It's much appreciated... Brilliant Image... Hope you all have a great HASHTAG and enjoy the HASHTAG too… HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,3,['joy']
932,"And today HASHTAG, she’ll be 26 in 2030. ”Now we probably don’t even have a future anymore. Because that future was sold so that a small number of people could make unimaginable amounts of money, it was stolen from us.” HASHTAG HASHTAG HASHTAG HASHTAG  URL",6,['others']
933,"HASHTAG complained that there was TOO MUCH Funding for Notre Dame, Not Enough for HASHTAG!  Is she right? Here's the answer:   URL via USER  URL",6,['others']
934,"After 40 years among fascist Franco Dictatorship, Spain's extreme-right party is back in Parliament, despite the social democrats have won the election.  HASHTAG HASHTAG  URL",2,['fear']
935,Anybody else shocked they defeated the night king already?!? Like YES but also hmm HASHTAG,5,['surprise']
936,"HASHTAG: HASHTAG Was Ready to Flee HASHTAG This Morning, But HASHTAG Talked Him Out of It  URL",5,['surprise']
937,Hot take: the Vatican had it's hand in HASHTAG being set on fire to help distract the public eye from the fact the church is the biggest pedophile ring in the world. HASHTAG HASHTAG USER USER USER,1,['disgust']
938,"What the US media shows :  URL VS. What is the actual story :  URL  HASHTAG If journalism in the west wasn't disgusting enough for you , here you go... now u can hate journalism as much as I do!",1,['disgust']
939,HASHTAG and those who wish to intervene are both wrong. HASHTAG needs a HASHTAG.,6,['others']
940,In Honor of HASHTAG Here Are The 10 Best Books on Skincare According to USER :  URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,6,['others']
941,"Good books should also inspire all of us to keep reading, keep evolving, keep making the world a better place to live! Happy HASHTAG, people.  URL",3,['joy']
942,Why are there starving children in the world? Why is someone bullied for the colour of their skin? Why do some people still not have clean water to drink? How did Liverpool lose that? All questions that prove life is not fair! HASHTAG HASHTAG HASHTAG,6,['others']
943,Sometimes you just have to admire the genius of Lionel Messi. Greatest of all time. HASHTAG HASHTAG HASHTAG,3,['joy']
944,"USER USER HASHTAG HASHTAG HASHTAG When are they going to bravely ditch all the trappings of their privileged, fossil-fueled lives?",1,['disgust']
945,The biodiversity crisis make me so angry I want to speak out like a 16-year-old girl. HASHTAG   URL UN scientists warn up to 1 million species are at risk of annihilation.,6,['others']
946,"Ok, one more HASHTAG tweet: When The Hound overcame his debilitating fear of fire for Arya.   URL",6,['others']
947,The fact that winning the league has become such a non-event is a testament to the dominance of this team over the last decade or so. Cherish this cules! HASHTAG HASHTAG,6,['others']
948,The white walkers check like one-man-thousand!  I lost all hope... my emotions were all over the place! HASHTAG,6,['others']
949,Why does it feel like the only time I seem to hear the HASHTAG of twitter pointing to the victimization of HASHTAG people is when there's points to be scored? HASHTAG,1,['disgust']
950,"Thank you for your Leadership Marco. HASHTAG needs to be free, just like HASHTAG and others.  URL",6,['others']
951,"With such desultory actions, it is unlikely the uprising in HASHTAG will succeed in their aims.",6,['others']
952,"USER HASHTAG is a con. American interests want the oil, so the U.S. helps screw up elections, choke the economy, then wait for the country to implode. It isn't about socialism. This is what the US does to countries that don't want to do business our way. URL",1,['disgust']
953,“The books that the world calls immoral are books that show the world its own shame.” [Oscar Wilde] HASHTAG HASHTAG,6,['others']
954,"A cruel scoreline. I thought USER were excellent, but when HASHTAG is involved.... enough said!!  HASHTAG HASHTAG HASHTAG HASHTAG",5,['surprise']
955,"When u think you’ve seen everything, Messi happens. My word, what an absolute screamer HASHTAG HASHTAG HASHTAG",3,['joy']
956,"USER 4. Re HASHTAG - Let me answer that for you: The decline of your paper (many other mainstream papers & magazines)is a clear indication that the people need your input less & less! You don't investigate, you don't ask hard questions, so you are as useless as tits on a bull!",6,['others']
957,"After hers and her mother's book, HASHTAG also launches her sister's songs on Spotify. A truly phenomenal money machine! And that's just what we see.  URL",3,['joy']
958,oh also watching that in the pub was INcredible. Several moments of roaring and waving arms about in joyousness. HASHTAG,3,['joy']
959,Yet no fucker wanted to pay out to all the victims of Grenfell to be rehoused HASHTAG  URL,0,['anger']
960,"This is fucking disgusting. While all signs CLEARLY point to the HASHTAG being an accident, some people are still being racist pigs.  URL",1,['disgust']
961,"I have watched HASHTAG coverage on all three cable networks today (USER and USER). The coverage has been laughable. If there were ever a real need to actual Latin Americanists, this is the time. It's sad to see.",4,['sadness']
962,. USER says HASHTAG has played a significant role in propping up USER in HASHTAG,6,['others']
963,"“She went by the name of Belisa Crepusculario, not because she'd been born with it or baptized it, but because she herself had searched until she found the poetry of 'beauty' and 'twilight' and cloaked herself in it. She made her living selling words.” HASHTAG",3,['joy']
964,Happy World Book Day HASHTAGNwanne Wa  USER On HASHTAG  HASHTAG with USER X USER ,3,['joy']
965,5/1 at 3pm at USER: CHAMPIONS LEAGUE FOOTBALL. LIVERPOOL. What more could you want? $1 off pints for members. Please plan to park off site due to parking restrictions. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,3,['joy']
966, Can a story really save the Earth?  URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,6,['others']
967,"USER USER Whilst I'm sure most of the pundits will lead on HASHTAG , I have no doubt that some of the splendid increase in Green votes was also to do with HASHTAG HASHTAG HASHTAG HASHTAG . Will USER report on that?",6,['others']
968,can someone DM me a list of who died in HASHTAG? I watched it but still unsure other than two of them,6,['others']
969,"HASHTAG was fantastic, can’t wait for the next 12 episodes.",3,['joy']
970,"After the devastating HASHTAG, USER's ""Notre Dame: After the Fire"" uses HASHTAG to detail the event and restoration efforts. Read more at:  URL",6,['others']
971,"Like many, what happened in Paris Monday night shocked and upset me. However, this article puts it all into perspective! HASHTAG HASHTAG HASHTAG USER USER USER USER  URL",5,['surprise']
972,Following the horrendous tragedy of the HASHTAG in HASHTAG there has been overwhelming support globally.  USER is among many who have pledged to support restoration of the fire-damaged HASHTAG in HASHTAG  URL HASHTAG  URL,4,['sadness']
973,"USER USER USER Are we talking about Irak? Or about a situation in HASHTAG that you have not experienced and/or being involved in. Stop the nonsenses. I know I am right, and I feel sorry the communists got you.",0,['anger']
974,"USER USER USER USER ""except our puppet or starve""truly a man who deeply cares about the venezuelan people HASHTAG",1,['disgust']
975,There are many little ways to enlarge your child’s world. Love of books is the best of all. HASHTAG  HASHTAG  URL,3,['joy']
976,We are so lucky to live in the same time as Lionel Messi. Watched him his whole career. He’s been the best player on the planet for a generation. You will never ever see anything like him again. HASHTAG HASHTAG HASHTAG HASHTAG,3,['joy']
977,Outrageous that from Lionel Messi.  HASHTAG,5,['surprise']
978,"USER Make sure you mention USER HASHTAG, someone important who some dumb people don't appreciate",6,['others']
979,"USER USER USER USER Its always been a meh kind of issue. With more youth getting involved maybe it's finally getting attn. Depends who they asked, of course! But I was happy to see it, because climate usually never makes the list. HASHTAG  HASHTAG  HASHTAG  HASHTAG",3,['joy']
980,Everyone: No one can kill the Night King! Arya: A girl is no one  HASHTAG,3,['joy']
981,The interesting thing about HASHTAG HASHTAG is getting to see the night king smiling. EPIC  URL,3,['joy']
982,I just love HASHTAG great job guys another HASHTAG won,3,['joy']
983,"Notre Dame's rose window is undamaged! Pictures from within remind me of this shot I took inside a burned out church in Detroit in 1985. Unfortunately, no one cared enough or had the funds to save it. HASHTAG HASHTAG  URL",4,['sadness']
984,"Praying for our brothers & sisters in Christ living in Venezuela. We pray that at this time, God will intervene on your behalf and bring to peace. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL",4,['sadness']
985," HASHTAG: USER had a plane on the tarmac and was ready to leave for HASHTAG, but HASHTAG  convinced him to stay, U.S. Secretary of State USER  claims. HASHTAG HASHTAG  HASHTAG  URL",6,['others']
986,HASHTAG This book is a favorite among many HASHTAG. Freelancers Bible by Sara Horowitz,6,['others']
987,Messi is the best player of all time and there is really no argument otherwise HASHTAG  URL,6,['others']
988,"Today's game was one of the few times I had an emotional investment in the team Messi was playing against. For the 1st time in his career I truly understand the levels of fear, panic and pure joy Messi can uniquely instill in an opponent. Magical. HASHTAG HASHTAG HASHTAG",6,['others']
989,It is clear that the gdp growth model as the default has to change if we hav any chance of things not reaching the worst of these predictions HASHTAG  HASHTAG  HASHTAG  HASHTAG  URL,2,['fear']
990,"""The outrage of the students striking from school over HASHTAG inaction is “certainly justified”, according to HASHTAG, who said older generations had done terrible damage to the planet."" HASHTA HASHTAG G  URL",6,['others']
991,"Close-up shaky cam battles, never ending fog, complete randomness on screen. Exactly what I wanted to watch -_- HASHTAG",3,['joy']
992,"Would everyone thank USER, we don’t know when he got a picture with the HASHTAG but it worked!! HASHTAG HASHTAG HASHTAG HASHTAG",6,['others']
993,Oh HASHTAG will you ever stop surprising us?I honestly did not think he’d hit that one directly! How does this little guy generate so much power to beat Allison from that distance! Just amazed HASHTAG HASHTAG HASHTAG HASHTAG,5,['surprise']
994,Let’s all share this please! HASHTAG HASHTAG HASHTAG HASHTAG  URL,6,['others']
995,USER Struggling with HASHTAG bc it has that Marvel/superhero fill now... rushing to the end where everybody is getting their redemption and the superheroes (most) survive and conquer... the episode was edge of my seat stuff but oddly unsatisfying,6,['others']
996,HASHTAG Sweet mother of the holy fuckers. I can’t bloody breathe.,6,['others']
997,HASHTAG with the photo of the day as he celebrates after winning the HASHTAG title today.  HASHTAG   URL,6,['others']
998,Beaten in an epic final HASHTAG  HASHTAG  URL,4,['sadness']
999,Donors pledge some $790 Mn to restore iconic Notre Dame after devastating blaze URL HASHTAG  URL,3,['joy']
1000,"Anybody: Socialism doesn't seem that good... USER: Trust me, look at HASHTAG Venezuela:  URL",6,['others']
1001,Utterly unbelievable. Democrat 2020 candidates  USER and USER as well as lowly USER are rooting for HASHTAG in HASHTAG.,1,['disgust']
1002,"HASHTAG has taught me great things in life, My dad instilled the love for reading in me at a very early age. Thank you Abbu. HASHTAG",3,['joy']
1003,"USER  USER  HASHTAG HASHTAG HASHTAG To know  more, get free book ""GYAN GANGA""KNOw the HASHTAG of god!  URL",6,['others']
1004,"HASHTAG stating that the HASHTAG is France's ""World Trade Center moment"" is a crazy statement due to the fact that NEWSFLASH: NO ONE DIED in that fire yesterday.",6,['others']
1005,Just did a few interviews in Plaza Altamira. Numbers there are not large. Many say they are not leaving.  HASHTAG  URL,6,['others']
1006,How did the top security guy for Venezuela's top revolutionary get those millions? Check out our investigation with USER USER USER USER pub'd in January. HASHTAG HASHTAG HASHTAG  URL  URL,6,['others']
1007,Currently reading Who Fears Death by USER . Happy HASHTAG  URL,3,['joy']
1008,HASHTAG with FREE Kindle books in translation from Amazon Crossing. HASHTAG  URL,6,['others']
1009,HASHTAG (-117) blanks HASHTAG 3-0 in the first leg of their HASHTAG match. OVER (2.5) connects. 2nd Leg Odds have the Reds (+100) listed as home favorites at Anfield next Tuesday. Total 3. HASHTAG,6,['others']
1010,"10 titles between the teams playing tonight, 5 each. Who will go on to challenge for their 6th crown in Madrid? HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG",6,['others']
1011,"Five teens who changed the world. HASHTAG, HASHTAG, HASHTAG and HASHTAG fighting for a HASHTAG. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL",3,['joy']
1012,"Good to see the execrable HASHTAG is about to sink the British landscape in windmills, ban flights, persecute beef farmers & crash the economy. Spare a thought meanwhile for his boss, HASHTAG - looks like she’ll be striking in the dark & cold this winter:- HASHTAG  URL",6,['others']
1013,"I feel like I'm saying this every week but am I the only one who thought HASHTAG was actually really poor this week? Awfully shot and full of flimsy logic with a massively bloated runtime as well. This season is shaping up worse than the last one, big disappointment.",1,['disgust']
1014,Glad to see the back of the bunsen burner dragon pain in the arse him HASHTAG,3,['joy']
1015,People lamenting the HASHTAG quickly turned into posting photos to low-key brag about Paris vacations. HASHTAG,1,['disgust']
1016,10th Church vandalized in France this week... Why can’t people just chill? Fuck... HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,0,['anger']
1017,USER USER And USER has deleted all his Tweets... Hollywood should be held accountable for their Dangerous Rhetoric. HASHTAG HASHTAG URL  URL,1,['disgust']
1018,"Today’s violence and brutal repression makes one thing clear: HASHTAG *urgently* needs a peaceful, democratic solution that leads to free and fair elections, so that Venezuelans themselves can elect their own leaders.  URL",4,['sadness']
1019,Happy World Book Day HASHTAGOnyeoma  USER USER  On HASHTAG  HASHTAG with USER X USER ,3,['joy']
1020,"It's HASHTAG! It's no secret that we love books and work to bring readers and writers together to reimagine our lives and our world. Today, we celebrate the powerful, thought-provoking and insightful books from authors around the globe that we've welcomed to the Festival.  URL",6,['others']
1021,"Heading home to catch the big game against Barca, roughly a three hours commute. Champions League Semifinals can't get bigger nor better than this! Come on you Reds   HASHTAG HASHTAG HASHTAG USER  HASHTAG HASHTAG HASHTAG",3,['joy']
1022,Suarez’ behaviour is a disgrace. Lost legend-status in 45 min. HASHTAG HASHTAG,6,['others']
1023,"USER Despite parliamentary rules of HASHTAG re who can/can't speak, feckless HASHTAG in HASHTAG wants to allow HASHTAG to do so. Surprise! Everyone wants to use her B4 she's passe. :-( URL USER",6,['others']
1024,"I kept seeing HASHTAG spoiler memes all day (and avoiding reading them), now I've seen the episode, they're not popping up at all. Still, what an episode. I mean, damn.",5,['surprise']
1025,I'd like to thank the old gods and the new ones fir the women on HASHTAG,6,['others']
1026,"Story decisions made no damn sense HASHTAG HASHTAG HASHTAG episode 3, had great fun discussing it though.",1,['disgust']
1027,USER You realize that would potentially cause a collapse and destroy what is left of the structure and everything therein. What am I saying? Of course you don’t. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,0,['anger']
1028,Macron Using Notre Dame Fire For Political Profit  URL HASHTAG HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,1,['disgust']
1029,"Verbal commands to hand control techniques to taser or OC spray to blunt object to deadly force.... Not exactly sure where ""running citizens over with a military tank"" comes in to use to force policy. HASHTAG",6,['others']
1030,Things are going down in HASHTAG it would seem... hope everything turns out for the better and that the people are safe  URL,4,['sadness']
1031,Happy HASHTAG everyone ;) don't forget to   URL,3,['joy']
1032,"The one and the only true King is here , first of his name , slayer of the Night king . HASHTAG HASHTAG  URL",6,['others']
1033,"Vidal you bastard, why didn't he shoot? HASHTAG HASHTAG HASHTAG",6,['others']
1034,Fair play from the Dog with a goal celebration against his former club.. HASHTAG HASHTAG,1,['disgust']
1035,"“But when enough people make false promises, words stop meaning anything. Then there are no more answers, only better and better lies, and lies won’t help us in this fight.” HASHTAG HASHTAG HASHTAG HASHTAG  URL",1,['disgust']
1036,Shut the fuck up about spoilers.  They're easy to deal with.  Everybody just post a bunch of shit that seems like spoilers but aren't and no one knows what to believe.  It's how the rest of the internet is...  HASHTAG HASHTAG,0,['anger']
1037,"I love when shows like HASHTAG do awesome things with female characters, generally.  I specifically loved the last episode because I got to watch conservative trolls like Jack Proboscis or whatever his name is become little snowflakes and cry out ""BUT WHAT ABOUT THE MEN""",3,['joy']
1038,HASHTAG and HASHTAG Out here doing Twin-things Win the leagueScore in the 62nd minuteMOTM  HASHTAG HASHTAG  URL,3,['joy']
1039,"Here Come the HASHTAG DUMBConspiracy Theories. Some of the same Far Right HASHTAG who normally HATE HASHTAG, now using thisas some kind of HASHTAG-Cry against peoplethey HASHTAG more.  URL   HASHTAG HASHTAG HASHTAG HASHTAG",1,['disgust']
1040,White supremacy is the U.S. offering aid during the HASHTAG while Flint STILL DOESNT HAVE CLEAN WATER.,1,['disgust']
1041,USER Lies. The small orange penis wants to see one of two things:1.) Installing USER to exploit the nation and people of HASHTAG Or2.) Bomb them.,0,['anger']
1042,"As today is HASHTAG we think this is the perfect time to check out our HASHTAG resources! The HASHTAG resources for primary pupils follow our HASHTAG at a farm, at the seaside and more! Check them out here  URL  URL",3,['joy']
1043,How has anyone not punches Suarez in the fucking face like EVER!!?!?! Omfg HASHTAG,0,['anger']
1044,USER I do like the way Indian authors are retelling mythology. Climate change is an interesting theme to incorporate in books. Then there's the graphic novel and visual fiction. Readers never had so many choices  HASHTAG,3,['joy']
1045,Can't wait for Barcelona vs Liverpool!!! Haven't been so excited for a game in so long. HASHTAG HASHTAG,3,['joy']
1046,Bye bye afternoon productivity. Hello USER vs USER! Time for Liverpool glory. HASHTAG  URL,3,['joy']
1047,One solitary good thing about the clearly evil people currently running the country They are inspiring a whole lot of very good humans to stand up and fight HASHTAG,6,['others']
1048,So did Melisandre light the trenches to stop the white walkers or was she trying to help the rest of us finally see some of the battle? HASHTAG HASHTAG,5,['surprise']
1049,"HASHTAG What caused it and what happens next? Officials speculate that a possible electrical short-circuit is responsible for the fire, in tandem with the cathedral's lack of fire-prevention safeguards. URL",6,['others']
1050,Top Secured HASHTAG & hosting by USER  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG Contact with us:  URL       HASHTAG  URL,6,['others']
1051,It’s happening!!! HASHTAG  HASHTAG HASHTAG HASHTAG For the peaceful transition to the elected government! HASHTAG   URL,3,['joy']
1052,You simply cannot have a better occasion than the World Book Day to study for your exams. Dust off your books! It's high time! MindSpark wishes you all the luck for the End Semester Examinations. HASHTAG HASHTAG HASHTAG  URL,3,['joy']
1053,"On HASHTAG I happen to be reading one of the best books of all time - Man's search for meaning. I would say books are best friends of all, books only gives but nothing asks in return. HASHTAG everyone",6,['others']
1054,USER USER Wonderful idea especially befitting on HASHTAG,3,['joy']
1055,Alright Barcelona let’s get it  HASHTAG HASHTAG,6,['others']
1056,"Greta, they manipulate you and fill their pockets with money, a plenty of money. They do not care about climate change, first goal is to get more, do not matter how, they get it. You are not more than a useful puppet for them. HASHTAG",1,['disgust']
1057,I feel so empty yet so full inside after watching HASHTAG and HASHTAG ep. 3  what is this feeling!!!!!,5,['surprise']
1058,"Am I the only one disappointed with tonight's show? I get it's a fantasy but despite the dragons, undead etc it was so far fetched it was ridiculous. Amazing that Arya managed to somehow sneak up on the night king too whilst he was surrounded by his army.... HASHTAG",0,['anger']
1059,More LIVE & FREE HASHTAG on ITV4 tonight URL  URL,6,['others']
1060,"HASHTAG You know, it's tough enough watching all of you ""party"" in Nashville, after we just watched the HASHTAG in totalHORROR yesterday! But to STRAP us w/liberal-liar Donnaafter all that, is WAY toomuch! You guys USER: Keep herto yourselves!  URL",0,['anger']
1061,After President USER announces HASHTAG will be rebuilt in 5 years... architects argue about what is achievable in the timescale. HASHTAG  URL,6,['others']
1062,NRN Tonight! 4/16/19 HASHTAG HASHTAG Muslims Laughing  URL,6,['others']
1063,Creating another US-Russian proxy war huh? HASHTAG HASHTAG HASHTAG HASHTAG Lift the sanctions if you care about the people of HASHTAG!,1,['disgust']
1064,"Happy HASHTAG lovelies!!!! Besides HASHTAG (obviously), what’s on your go-to read list?",3,['joy']
1065,The latest The Curiosity Daily!  URL Thanks to USER USER USER HASHTAG HASHTAG,6,['others']
1066,Lionel Messi in the Champions League!  133 110Amazing stats!  HASHTAG HASHTAG HASHTAG HASHTAG  URL,3,['joy']
1067,"Whenever I feel bad these days, I watch this video. Then it magically makes me feel better. Works like a charm.  HASHTAG HASHTAG  HASHTAG HASHTAG  HASHTAG HASHTAG HASHTAG  HASHTAG HASHTAG  URL",3,['joy']
1068,I’d love to get my hands on the internal memo for racist political parties that said that “climate denial” is the preferred policy position. You’d think that their preoccupation implored them to save the human race.  HASHTAG HASHTAG  URL,3,['joy']
1069,HASHTAG | HASHTAG | According to the opinion poll of the public media the left wing would win with between 158-156 seats. HASHTAG HASHTAG  URL,6,['others']
1070,FreePlay6 tips and predictions. Copy & win £1 million jackpot! FREE TO PLAY!   URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,6,['others']
1071,"HASHTAG has 10 HASHTAG titles, imagine 10 titles! HASHTAG has 8 in 11 years, that's total dominance over Real in last decade or so, unprecedented period in HASHTAG history and all that under the best player ever, good time to be a Barca fan!  URL",3,['joy']
1072,"HASHTAG the people that are saying that Notre Dame is “just a building”, are heartless. i pray you realize the bigger picture here.",1,['disgust']
1073,I pray that the working class of HASHTAG can overcome this HASHTAG and see out their destiny as Free People allowed to pursue their dreams to provide for their families! The resources are for the prosperity of the People not Pirate Corporations/Gov’t’s! HASHTAG  URL,6,['others']
